province,year,month,spi3,vhi,vci,tci,cdi,cdi_category
Balkh,2019,11,0.34,53.99,52.89,55.09,58.7,Normal
Balkh,2019,12,-0.03,31.42,62.84,0.0,40.12,Normal
Balkh,2020,1,-0.33,40.08,8.69,71.47,38.65,Moderate drought
Balkh,2020,2,-0.43,39.78,50.4,29.16,36.51,Moderate drought
Balkh,2020,3,-0.67,41.06,18.59,63.52,33.06,Moderate drought
Balkh,2020,4,0.2,60.02,61.29,58.75,58.91,Normal
Balkh,2020,5,0.86,75.32,79.34,71.29,77.88,Healthy
Balkh,2020,6,1.61,50.67,73.35,28.0,72.66,Healthy
Balkh,2020,7,1.63,58.96,82.7,35.22,76.93,Healthy
Balkh,2020,8,0.99,51.27,85.91,16.62,67.6,Healthy
Balkh,2020,9,1.8,83.57,100.0,67.14,89.97,Healthy
Balkh,2020,10,0.26,68.04,58.12,77.97,64.1,Healthy
Balkh,2020,11,0.56,65.58,31.16,100.0,68.47,Healthy
Balkh,2020,12,0.89,50.0,0.0,100.0,65.7,Healthy
Balkh,2021,1,-0.3,24.32,14.77,33.88,31.21,Moderate drought
Balkh,2021,2,-1.41,29.03,58.05,0.0,18.46,Severe drought
Balkh,2021,3,-1.0,66.64,45.0,88.27,41.21,Normal
Balkh,2021,4,-0.85,25.8,39.6,12.0,22.74,Severe drought
Balkh,2021,5,-0.04,30.31,43.83,16.79,39.41,Moderate drought
Balkh,2021,6,-1.22,32.06,41.76,22.35,21.56,Severe drought
Balkh,2021,7,-0.05,47.18,35.57,58.79,47.62,Normal
Balkh,2021,8,-0.64,22.0,43.99,0.0,24.04,Severe drought
Balkh,2021,9,0.28,29.93,18.31,41.54,45.4,Normal
Balkh,2021,10,-1.41,60.11,20.21,100.0,33.99,Moderate drought
Balkh,2021,11,-1.19,44.05,41.75,46.36,27.85,Moderate drought
Balkh,2021,12,-1.81,38.27,50.85,25.69,20.9,Severe drought
Balkh,2022,1,-1.07,60.92,53.69,68.15,37.55,Moderate drought
Balkh,2022,2,-1.21,64.99,72.7,57.29,38.15,Moderate drought
Balkh,2022,3,-1.05,57.12,63.47,50.77,35.94,Moderate drought
Balkh,2022,4,-1.56,6.04,12.07,0.0,6.0,Severe drought
Balkh,2022,5,-1.06,46.53,0.0,93.06,30.53,Moderate drought
Balkh,2022,6,-0.85,10.34,6.85,13.83,15.09,Severe drought
Balkh,2022,7,0.08,51.71,13.36,90.06,52.47,Normal
Balkh,2022,8,0.51,47.19,22.42,71.95,58.33,Normal
Balkh,2022,9,1.76,34.72,19.7,49.73,65.4,Healthy
Balkh,2022,10,0.25,46.71,8.33,85.09,53.21,Normal
Balkh,2022,11,0.41,64.19,77.24,51.13,64.99,Healthy
Balkh,2022,12,-0.14,66.28,98.11,34.45,55.44,Normal
Balkh,2023,1,-0.92,50.87,1.74,100.0,34.37,Moderate drought
Balkh,2023,2,-0.66,68.91,71.9,65.92,47.23,Normal
Balkh,2023,3,-1.41,35.13,65.95,4.31,21.52,Severe drought
Balkh,2023,4,-1.52,21.66,6.59,36.73,14.04,Severe drought
Balkh,2023,5,-2.42,37.37,3.61,71.13,19.08,Severe drought
Balkh,2023,6,-1.87,25.89,0.0,51.77,14.48,Severe drought
Balkh,2023,7,-0.83,53.63,7.26,100.0,36.95,Moderate drought
Balkh,2023,8,-0.64,61.41,22.82,100.0,43.75,Normal
Balkh,2023,9,0.28,50.0,0.0,100.0,55.43,Normal
Balkh,2023,10,0.54,33.28,15.62,50.93,51.99,Normal
Balkh,2023,11,-0.43,15.59,0.0,31.18,24.52,Severe drought
Balkh,2023,12,-1.22,30.87,49.72,12.02,21.03,Severe drought
Bamyan,2015,1,-1.21,50.77,56.26,45.29,31.05,Moderate drought
Bamyan,2015,2,0.26,48.37,44.5,52.24,54.31,Normal
Bamyan,2015,3,0.53,54.22,17.64,90.8,62.21,Healthy
Bamyan,2015,4,0.59,52.7,15.91,89.49,62.39,Healthy
Bamyan,2015,5,-0.05,61.64,57.81,65.47,54.87,Normal
Bamyan,2015,6,-0.18,62.59,91.29,33.89,52.72,Normal
Bamyan,2015,7,0.26,70.54,95.43,45.65,65.34,Healthy
Bamyan,2015,8,-1.03,75.76,91.03,60.49,45.5,Normal
Bamyan,2015,9,-0.22,85.66,77.54,93.78,63.54,Healthy
Bamyan,2015,10,0.82,72.1,65.96,78.24,75.75,Healthy
Bamyan,2015,11,1.58,61.05,46.18,75.92,77.66,Healthy
Bamyan,2015,12,0.66,46.82,32.15,61.5,60.67,Healthy
Bamyan,2016,1,0.62,33.56,10.6,56.52,53.44,Normal
Bamyan,2016,2,-1.24,40.87,37.06,44.69,25.81,Severe drought
Bamyan,2016,3,-0.28,59.62,44.74,74.5,49.24,Normal
Bamyan,2016,4,-0.4,52.23,21.23,83.23,43.3,Normal
Bamyan,2016,5,0.67,63.15,100.0,26.3,69.03,Healthy
Bamyan,2016,6,0.34,70.72,88.42,53.02,66.94,Healthy
Bamyan,2016,7,0.27,56.59,77.07,36.1,58.57,Normal
Bamyan,2016,8,0.75,69.32,69.56,69.07,73.32,Healthy
Bamyan,2016,9,-0.51,41.68,70.61,12.74,36.07,Moderate drought
Bamyan,2016,10,-0.96,60.06,80.23,39.89,38.5,Moderate drought
Bamyan,2016,11,0.39,54.26,100.0,8.53,59.73,Normal
Bamyan,2016,12,0.06,35.1,69.05,1.14,43.79,Normal
Bamyan,2017,1,0.48,58.65,48.56,68.74,63.63,Healthy
Bamyan,2017,2,2.21,51.74,12.02,91.45,75.2,Healthy
Bamyan,2017,3,1.81,55.58,18.6,92.55,76.04,Healthy
Bamyan,2017,4,1.23,50.96,23.09,78.83,70.03,Healthy
Bamyan,2017,5,-1.26,48.77,67.36,30.17,29.57,Moderate drought
Bamyan,2017,6,-1.04,36.59,73.18,0.0,25.72,Severe drought
Bamyan,2017,7,0.36,41.48,65.98,16.99,52.69,Normal
Bamyan,2017,8,0.35,39.8,49.28,30.32,51.66,Normal
Bamyan,2017,9,2.02,58.04,47.25,68.83,77.94,Healthy
Bamyan,2017,10,-1.26,15.17,30.33,0.0,12.8,Severe drought
Bamyan,2017,11,-0.63,36.51,58.36,14.66,31.46,Moderate drought
Bamyan,2017,12,-0.35,41.53,43.32,39.73,38.94,Moderate drought
Bamyan,2018,1,-1.16,50.0,100.0,0.0,31.18,Moderate drought
Bamyan,2018,2,-0.52,69.62,100.0,39.25,49.8,Normal
Bamyan,2018,3,0.19,47.37,75.86,18.88,52.47,Normal
Bamyan,2018,4,0.41,67.21,64.3,70.12,66.55,Healthy
Bamyan,2018,5,0.93,64.59,29.18,100.0,73.43,Healthy
Bamyan,2018,6,0.36,62.05,92.48,31.61,63.0,Healthy
Bamyan,2018,7,1.63,43.39,76.03,10.76,69.09,Healthy
Bamyan,2018,8,-0.14,42.26,54.88,29.63,43.37,Normal
Bamyan,2018,9,0.03,58.54,55.75,61.33,54.83,Normal
Bamyan,2018,10,1.62,74.01,52.78,95.24,84.37,Healthy
Bamyan,2018,11,0.71,60.99,61.02,60.96,68.62,Healthy
Bamyan,2018,12,1.49,36.63,43.55,29.71,64.9,Healthy
Bamyan,2019,1,2.46,50.72,22.45,78.99,75.01,Healthy
Bamyan,2019,2,2.51,50.0,0.0,100.0,74.7,Healthy
Bamyan,2019,3,2.1,50.0,0.0,100.0,74.1,Healthy
Bamyan,2019,4,1.65,63.75,35.61,91.89,79.42,Healthy
Bamyan,2019,5,0.8,39.47,23.69,55.24,59.12,Normal
Bamyan,2019,6,0.98,100.0,100.0,100.0,91.77,Healthy
Bamyan,2019,7,-0.07,48.42,96.84,0.0,47.84,Normal
Bamyan,2019,8,1.24,58.55,85.93,31.17,73.93,Healthy
Bamyan,2019,9,0.13,66.92,100.0,33.84,60.99,Healthy
Bamyan,2019,10,0.99,78.68,100.0,57.36,81.25,Healthy
Bamyan,2019,11,1.25,67.28,47.93,86.63,78.35,Healthy
Bamyan,2019,12,0.64,40.98,32.63,49.34,57.5,Normal
Bamyan,2020,1,1.28,46.97,8.65,85.29,68.44,Healthy
Bamyan,2020,2,0.55,48.7,48.75,48.65,59.72,Normal
Bamyan,2020,3,0.7,55.29,24.42,86.15,65.57,Healthy
Bamyan,2020,4,0.89,50.0,0.0,100.0,65.6,Healthy
Bamyan,2020,5,1.6,29.9,0.0,59.79,62.23,Healthy
Bamyan,2020,6,2.03,63.1,88.4,37.8,80.49,Healthy
Bamyan,2020,7,1.79,87.59,100.0,75.18,91.97,Healthy
Bamyan,2020,8,1.02,50.0,100.0,0.0,67.27,Healthy
Bamyan,2020,9,2.25,81.45,93.95,68.95,90.11,Healthy
Bamyan,2020,10,-0.4,55.91,55.3,56.51,45.13,Normal
Bamyan,2020,11,1.26,50.0,0.0,100.0,69.79,Healthy
Bamyan,2020,12,1.03,50.0,0.0,100.0,67.38,Healthy
Bamyan,2021,1,-0.14,25.85,0.65,51.05,35.18,Moderate drought
Bamyan,2021,2,-1.86,41.67,83.34,0.0,22.39,Severe drought
Bamyan,2021,3,-1.2,60.99,69.06,52.92,36.26,Moderate drought
Bamyan,2021,4,-1.11,52.86,63.65,42.06,33.11,Moderate drought
Bamyan,2021,5,-0.11,52.13,59.23,45.03,48.82,Normal
Bamyan,2021,6,-0.75,31.39,56.76,6.01,27.1,Moderate drought
Bamyan,2021,7,0.2,47.53,53.05,42.02,52.72,Normal
Bamyan,2021,8,-0.74,33.57,39.8,27.34,28.23,Moderate drought
Bamyan,2021,9,0.28,16.56,33.11,0.0,38.86,Moderate drought
Bamyan,2021,10,-0.94,44.12,36.38,51.86,30.72,Moderate drought
Bamyan,2021,11,-1.44,53.81,76.08,31.53,30.68,Moderate drought
Bamyan,2021,12,-0.85,50.38,65.44,35.32,35.02,Moderate drought
Bamyan,2022,1,0.04,34.32,0.0,68.64,42.87,Normal
Bamyan,2022,2,-0.41,48.8,31.05,66.55,41.37,Normal
Bamyan,2022,3,-0.64,50.0,100.0,0.0,38.08,Moderate drought
Bamyan,2022,4,-1.8,50.0,100.0,0.0,26.81,Moderate drought
Bamyan,2022,5,-1.39,7.27,14.55,0.0,7.71,Severe drought
Bamyan,2022,6,-1.37,4.9,0.0,9.8,6.74,Severe drought
Bamyan,2022,7,-0.26,11.9,0.0,23.81,25.77,Severe drought
Bamyan,2022,8,0.18,50.0,0.0,100.0,53.66,Normal
Bamyan,2022,9,1.71,32.02,0.0,64.04,63.83,Healthy
Bamyan,2022,10,-0.41,9.1,0.0,18.2,21.51,Severe drought
Bamyan,2022,11,-0.56,61.64,63.72,59.56,45.25,Normal
Bamyan,2022,12,-0.7,50.87,50.21,51.53,37.53,Moderate drought
Bamyan,2023,1,-0.7,58.16,16.32,100.0,41.25,Normal
Bamyan,2023,2,-0.31,58.48,48.11,68.86,48.21,Normal
Bamyan,2023,3,-0.68,61.26,79.06,43.46,43.03,Normal
Bamyan,2023,4,-1.57,54.25,54.38,54.13,30.06,Moderate drought
Bamyan,2023,5,-2.38,23.19,3.1,43.27,12.03,Severe drought
Bamyan,2023,6,-2.34,32.91,42.08,23.74,16.94,Severe drought
Bamyan,2023,7,-0.81,65.77,31.53,100.0,43.28,Normal
Bamyan,2023,8,-0.45,52.37,21.12,83.62,42.55,Normal
Bamyan,2023,9,-0.32,61.09,22.19,100.0,49.19,Normal
Bamyan,2023,10,-0.09,70.79,41.58,100.0,58.68,Normal
Bamyan,2023,11,-0.53,45.67,91.34,0.0,37.81,Moderate drought
Bamyan,2023,12,-1.03,50.0,100.0,0.0,32.63,Moderate drought
Daykundi,2015,1,-0.96,53.64,67.24,40.04,35.19,Moderate drought
Daykundi,2015,2,0.12,53.48,45.39,61.57,54.07,Normal
Daykundi,2015,3,0.3,68.95,64.31,73.58,65.38,Healthy
Daykundi,2015,4,0.3,52.35,50.62,54.09,57.11,Normal
Daykundi,2015,5,-0.34,68.05,87.1,48.99,52.32,Normal
Daykundi,2015,6,-0.4,60.46,68.93,51.99,47.49,Normal
Daykundi,2015,7,-0.01,49.59,60.19,38.98,49.59,Normal
Daykundi,2015,8,-0.43,46.8,44.07,49.53,40.08,Normal
Daykundi,2015,9,0.1,52.63,29.84,75.42,53.34,Normal
Daykundi,2015,10,1.82,92.39,84.78,100.0,94.48,Healthy
Daykundi,2015,11,1.61,72.84,67.49,78.19,83.74,Healthy
Daykundi,2015,12,0.65,56.58,57.92,55.25,65.44,Healthy
Daykundi,2016,1,-0.04,53.47,61.65,45.29,50.86,Normal
Daykundi,2016,2,-1.85,50.71,72.32,29.1,26.95,Moderate drought
Daykundi,2016,3,-0.36,80.59,84.17,77.01,58.22,Normal
Daykundi,2016,4,0.04,61.94,59.62,64.25,56.7,Normal
Daykundi,2016,5,1.16,41.0,75.06,6.94,64.36,Healthy
Daykundi,2016,6,0.67,46.51,61.46,31.56,60.68,Healthy
Daykundi,2016,7,0.63,35.13,55.11,15.15,54.34,Normal
Daykundi,2016,8,-0.06,61.61,50.06,73.15,54.71,Normal
Daykundi,2016,9,-0.06,28.29,43.5,13.08,37.87,Moderate drought
Daykundi,2016,10,-0.07,53.49,57.33,49.64,50.4,Normal
Daykundi,2016,11,0.1,56.08,100.0,12.17,54.98,Normal
Daykundi,2016,12,-0.31,41.09,82.18,0.0,39.44,Moderate drought
Daykundi,2017,1,0.09,64.55,78.54,50.55,59.14,Normal
Daykundi,2017,2,1.38,51.75,23.41,80.1,71.66,Healthy
Daykundi,2017,3,1.3,64.93,48.93,80.93,77.66,Healthy
Daykundi,2017,4,0.65,29.43,26.25,32.61,51.77,Normal
Daykundi,2017,5,-0.96,29.26,51.31,7.2,23.02,Severe drought
Daykundi,2017,6,-1.1,23.87,47.74,0.0,18.75,Severe drought
Daykundi,2017,7,0.25,28.72,39.05,18.4,44.32,Normal
Daykundi,2017,8,0.09,33.53,29.21,37.85,43.66,Normal
Daykundi,2017,9,0.8,40.61,18.53,62.68,59.73,Normal
Daykundi,2017,10,-0.85,17.34,34.67,0.0,18.57,Severe drought
Daykundi,2017,11,-0.36,29.89,59.77,0.0,32.9,Moderate drought
Daykundi,2017,12,-0.04,49.98,86.75,13.2,49.12,Normal
Daykundi,2018,1,-1.09,50.0,100.0,0.0,31.89,Moderate drought
Daykundi,2018,2,-0.75,56.6,78.96,34.24,39.65,Moderate drought
Daykundi,2018,3,-0.49,54.32,78.81,29.83,42.82,Normal
Daykundi,2018,4,-0.03,68.18,63.43,72.93,58.58,Normal
Daykundi,2018,5,0.36,81.87,63.74,100.0,72.98,Healthy
Daykundi,2018,6,0.18,64.7,72.04,57.36,60.85,Healthy
Daykundi,2018,7,1.23,36.16,47.63,24.68,62.62,Healthy
Daykundi,2018,8,-0.11,29.75,28.59,30.91,37.75,Moderate drought
Daykundi,2018,9,0.53,41.9,9.99,73.82,56.03,Normal
Daykundi,2018,10,0.03,68.82,38.83,98.81,59.99,Normal
Daykundi,2018,11,-0.17,66.17,84.84,47.5,54.61,Normal
Daykundi,2018,12,0.45,49.36,87.8,10.92,58.3,Normal
Daykundi,2019,1,1.19,58.53,58.58,58.48,73.44,Healthy
Daykundi,2019,2,1.83,50.0,0.0,100.0,73.32,Healthy
Daykundi,2019,3,1.72,50.0,0.0,100.0,72.85,Healthy
Daykundi,2019,4,1.54,48.4,10.84,85.96,71.13,Healthy
Daykundi,2019,5,0.85,67.17,82.0,52.34,73.66,Healthy
Daykundi,2019,6,1.1,97.09,94.17,100.0,91.73,Healthy
Daykundi,2019,7,0.34,38.16,76.32,0.0,50.65,Normal
Daykundi,2019,8,2.2,58.79,73.6,43.99,78.71,Healthy
Daykundi,2019,9,0.16,49.97,78.53,21.42,53.2,Normal
Daykundi,2019,10,1.43,76.29,100.0,52.57,84.33,Healthy
Daykundi,2019,11,1.98,85.99,71.98,100.0,91.81,Healthy
Daykundi,2019,12,1.39,47.14,51.98,42.3,69.46,Healthy
Daykundi,2020,1,1.66,50.0,0.0,100.0,72.56,Healthy
Daykundi,2020,2,0.49,45.24,19.05,71.43,57.1,Normal
Daykundi,2020,3,0.84,67.91,53.83,81.99,73.98,Healthy
Daykundi,2020,4,1.02,50.0,0.0,100.0,67.29,Healthy
Daykundi,2020,5,1.95,69.01,100.0,38.02,83.24,Healthy
Daykundi,2020,6,2.33,76.74,100.0,53.48,87.88,Healthy
Daykundi,2020,7,2.11,66.65,100.0,33.31,82.46,Healthy
Daykundi,2020,8,2.01,50.0,100.0,0.0,73.88,Healthy
Daykundi,2020,9,2.65,78.46,100.0,56.92,89.03,Healthy
Daykundi,2020,10,-0.07,78.85,82.35,75.34,63.08,Healthy
Daykundi,2020,11,1.32,45.78,0.0,91.57,68.24,Healthy
Daykundi,2020,12,0.72,50.0,0.0,100.0,63.16,Healthy
Daykundi,2021,1,-0.5,47.78,67.13,28.43,39.32,Moderate drought
Daykundi,2021,2,-2.48,50.0,100.0,0.0,25.33,Severe drought
Daykundi,2021,3,-2.04,67.29,100.0,34.59,34.68,Moderate drought
Daykundi,2021,4,-1.81,47.11,70.78,23.44,25.32,Severe drought
Daykundi,2021,5,-0.69,45.1,43.78,46.41,34.78,Moderate drought
Daykundi,2021,6,-0.85,25.66,36.96,14.36,22.73,Severe drought
Daykundi,2021,7,0.78,28.28,21.08,35.49,53.31,Normal
Daykundi,2021,8,-0.42,25.33,9.15,41.5,29.49,Moderate drought
Daykundi,2021,9,0.11,0.0,0.0,0.0,27.26,Moderate drought
Daykundi,2021,10,-0.83,38.28,26.2,50.36,29.32,Moderate drought
Daykundi,2021,11,-1.47,49.64,87.49,11.79,28.34,Moderate drought
Daykundi,2021,12,-1.3,61.57,99.68,23.46,35.59,Moderate drought
Daykundi,2022,1,-0.28,47.1,19.43,74.77,43.05,Normal
Daykundi,2022,2,-0.67,47.73,38.01,57.46,36.4,Moderate drought
Daykundi,2022,3,-0.86,48.62,97.23,0.0,34.07,Moderate drought
Daykundi,2022,4,-1.97,50.0,100.0,0.0,26.21,Moderate drought
Daykundi,2022,5,-1.69,0.0,0.0,0.0,2.29,Severe drought
Daykundi,2022,6,-1.75,16.25,0.0,32.5,10.11,Severe drought
Daykundi,2022,7,-0.69,20.94,0.0,41.88,22.7,Severe drought
Daykundi,2022,8,0.44,50.0,0.0,100.0,58.45,Normal
Daykundi,2022,9,2.19,39.85,10.71,69.0,69.21,Healthy
Daykundi,2022,10,-0.31,12.8,0.0,25.61,25.25,Severe drought
Daykundi,2022,11,-0.44,56.0,64.41,47.6,44.58,Normal
Daykundi,2022,12,-0.93,55.47,53.41,57.54,36.51,Moderate drought
Daykundi,2023,1,-0.75,64.48,45.21,83.75,43.65,Normal
Daykundi,2023,2,-0.84,57.77,46.98,68.56,38.93,Moderate drought
Daykundi,2023,3,-0.47,64.43,80.62,48.25,48.13,Normal
Daykundi,2023,4,-1.08,62.39,67.55,57.23,38.23,Moderate drought
Daykundi,2023,5,-0.93,61.85,67.46,56.23,39.78,Moderate drought
Daykundi,2023,6,-1.56,54.1,52.32,55.89,30.04,Moderate drought
Daykundi,2023,7,-0.02,69.48,38.97,100.0,59.4,Normal
Daykundi,2023,8,-0.3,52.75,29.24,76.27,45.5,Normal
Daykundi,2023,9,0.1,59.94,19.87,100.0,56.89,Normal
Daykundi,2023,10,-0.08,85.12,78.13,92.11,66.0,Healthy
Daykundi,2023,11,-0.17,57.83,98.74,16.91,50.47,Normal
Daykundi,2023,12,-0.77,60.62,100.0,21.23,41.37,Normal
Farah,2015,1,-0.69,24.97,35.46,14.49,24.77,Severe drought
Farah,2015,2,0.28,30.14,0.0,60.28,45.61,Normal
Farah,2015,3,0.93,65.56,31.12,100.0,73.91,Healthy
Farah,2015,4,0.92,50.98,55.76,46.21,66.53,Healthy
Farah,2015,5,0.57,68.26,71.09,65.42,69.98,Healthy
Farah,2015,6,-0.23,59.07,69.63,48.52,49.93,Normal
Farah,2015,7,0.32,66.37,62.9,69.83,64.38,Healthy
Farah,2015,8,-0.16,52.37,59.73,45.01,47.92,Normal
Farah,2015,9,0.64,59.44,53.44,65.45,66.68,Healthy
Farah,2015,10,1.12,52.7,84.39,21.01,69.82,Healthy
Farah,2015,11,0.7,86.76,86.47,87.05,81.24,Healthy
Farah,2015,12,0.15,92.66,100.0,85.33,74.27,Healthy
Farah,2016,1,-0.67,61.93,100.0,23.86,43.5,Normal
Farah,2016,2,-1.88,64.75,95.96,33.54,33.88,Moderate drought
Farah,2016,3,0.11,76.06,78.89,73.23,65.16,Healthy
Farah,2016,4,0.47,40.83,57.38,24.28,54.46,Normal
Farah,2016,5,1.41,15.45,30.9,0.0,53.78,Normal
Farah,2016,6,0.27,49.75,36.75,62.74,55.17,Normal
Farah,2016,7,0.43,35.27,34.41,36.14,50.87,Normal
Farah,2016,8,0.04,44.67,45.02,44.32,48.07,Normal
Farah,2016,9,0.64,23.68,47.36,0.0,48.8,Normal
Farah,2016,10,-0.05,55.25,44.12,66.37,51.53,Normal
Farah,2016,11,-0.12,37.55,43.24,31.87,41.33,Normal
Farah,2016,12,-0.38,13.07,26.14,0.0,24.19,Severe drought
Farah,2017,1,0.06,48.53,48.98,48.08,50.54,Normal
Farah,2017,2,1.27,44.34,19.83,68.85,67.03,Healthy
Farah,2017,3,1.18,63.07,54.24,71.89,75.58,Healthy
Farah,2017,4,0.73,47.93,56.91,38.95,62.29,Healthy
Farah,2017,5,-0.4,34.97,55.47,14.47,34.76,Moderate drought
Farah,2017,6,-1.28,31.47,57.44,5.5,20.72,Severe drought
Farah,2017,7,0.16,58.11,52.55,63.67,57.18,Normal
Farah,2017,8,-0.16,38.07,50.03,26.12,40.77,Normal
Farah,2017,9,0.64,50.23,44.01,56.46,62.07,Healthy
Farah,2017,10,-0.89,25.81,51.62,0.0,22.2,Severe drought
Farah,2017,11,-0.42,18.1,36.2,0.0,25.99,Severe drought
Farah,2017,12,0.07,35.39,40.19,30.58,44.04,Normal
Farah,2018,1,-1.33,26.92,53.85,0.0,18.07,Severe drought
Farah,2018,2,-0.94,38.52,52.41,24.63,27.92,Moderate drought
Farah,2018,3,-0.65,6.46,12.91,0.0,16.07,Severe drought
Farah,2018,4,0.13,46.03,7.88,84.18,50.52,Normal
Farah,2018,5,0.27,51.26,2.52,100.0,55.92,Normal
Farah,2018,6,0.41,42.98,7.02,78.94,54.36,Normal
Farah,2018,7,0.79,18.0,0.77,35.22,48.23,Normal
Farah,2018,8,0.07,25.31,0.0,50.63,39.0,Moderate drought
Farah,2018,9,1.42,22.66,0.0,45.32,57.47,Normal
Farah,2018,10,1.23,27.59,0.0,55.18,58.29,Normal
Farah,2018,11,0.62,29.98,4.73,55.24,51.68,Normal
Farah,2018,12,-0.33,6.8,5.74,7.85,21.95,Severe drought
Farah,2019,1,-0.58,14.84,12.99,16.7,21.41,Severe drought
Farah,2019,2,0.17,57.42,14.83,100.0,57.15,Normal
Farah,2019,3,1.15,37.3,0.0,74.6,62.42,Healthy
Farah,2019,4,1.74,76.05,52.11,100.0,85.97,Healthy
Farah,2019,5,1.77,83.35,76.67,90.04,89.76,Healthy
Farah,2019,6,1.93,90.88,81.76,100.0,94.09,Healthy
Farah,2019,7,0.69,35.96,71.92,0.0,55.65,Normal
Farah,2019,8,1.58,51.95,63.17,40.72,73.12,Healthy
Farah,2019,9,0.97,43.96,67.96,19.96,63.66,Healthy
Farah,2019,10,1.01,56.76,70.33,43.19,70.57,Healthy
Farah,2019,11,1.17,87.72,79.15,96.3,87.81,Healthy
Farah,2019,12,0.6,63.07,78.54,47.59,67.77,Healthy
Farah,2020,1,2.24,59.09,21.79,96.39,78.91,Healthy
Farah,2020,2,1.09,65.12,89.54,40.7,75.68,Healthy
Farah,2020,3,1.32,90.9,100.0,81.8,90.76,Healthy
Farah,2020,4,0.64,90.6,100.0,81.19,82.17,Healthy
Farah,2020,5,1.5,81.74,100.0,63.48,87.51,Healthy
Farah,2020,6,1.95,59.15,100.0,18.31,78.28,Healthy
Farah,2020,7,1.65,65.94,100.0,31.88,80.48,Healthy
Farah,2020,8,2.19,50.0,100.0,0.0,74.29,Healthy
Farah,2020,9,1.56,88.89,100.0,77.77,91.46,Healthy
Farah,2020,10,1.08,100.0,100.0,100.0,92.96,Healthy
Farah,2020,11,1.4,100.0,100.0,100.0,95.98,Healthy
Farah,2020,12,0.34,98.71,97.41,100.0,81.02,Healthy
Farah,2021,1,-1.24,55.62,93.05,18.19,33.21,Moderate drought
Farah,2021,2,-2.34,50.0,100.0,0.0,25.48,Severe drought
Farah,2021,3,-2.04,22.2,28.38,16.02,12.13,Severe drought
Farah,2021,4,-1.48,0.0,0.0,0.0,3.44,Severe drought
Farah,2021,5,-0.49,34.29,2.71,65.87,32.66,Moderate drought
Farah,2021,6,0.05,7.4,14.79,0.0,29.66,Moderate drought
Farah,2021,7,2.04,32.38,11.9,52.87,65.15,Healthy
Farah,2021,8,-0.16,21.24,23.06,19.43,32.36,Moderate drought
Farah,2021,9,0.64,36.58,24.3,48.87,55.25,Normal
Farah,2021,10,-1.71,51.86,10.33,93.39,28.1,Moderate drought
Farah,2021,11,-2.02,22.61,2.78,42.43,12.39,Severe drought
Farah,2021,12,-1.24,20.17,2.88,37.45,15.47,Severe drought
Farah,2022,1,0.26,32.65,0.0,65.31,46.51,Normal
Farah,2022,2,-0.36,48.76,56.55,40.97,42.27,Normal
Farah,2022,3,-0.45,48.84,91.18,6.5,40.67,Normal
Farah,2022,4,-1.4,18.4,32.17,4.63,13.21,Severe drought
Farah,2022,5,-1.1,48.1,20.63,75.57,30.88,Moderate drought
Farah,2022,6,-1.1,52.6,20.91,84.28,33.07,Moderate drought
Farah,2022,7,-1.19,59.58,26.83,92.34,35.68,Moderate drought
Farah,2022,8,0.39,64.39,30.97,97.81,64.86,Healthy
Farah,2022,9,2.14,51.68,51.09,52.27,75.03,Healthy
Farah,2022,10,0.39,42.14,30.64,53.65,53.67,Normal
Farah,2022,11,-0.58,45.74,75.89,15.6,36.88,Moderate drought
Farah,2022,12,-1.01,88.45,89.92,86.97,52.03,Normal
Farah,2023,1,-0.5,71.0,41.99,100.0,50.85,Normal
Farah,2023,2,-0.54,38.31,42.37,34.24,33.93,Moderate drought
Farah,2023,3,-0.56,25.08,36.75,13.41,26.95,Moderate drought
Farah,2023,4,-1.01,18.85,2.75,34.94,17.21,Severe drought
Farah,2023,5,-1.29,40.54,0.0,81.08,25.15,Severe drought
Farah,2023,6,-1.43,34.84,0.0,69.68,21.25,Severe drought
Farah,2023,7,-0.65,50.0,0.0,100.0,37.85,Moderate drought
Farah,2023,8,0.72,53.12,6.23,100.0,64.74,Healthy
Farah,2023,9,0.64,55.39,10.77,100.0,64.65,Healthy
Farah,2023,10,0.12,29.9,19.05,40.76,42.29,Normal
Farah,2023,11,0.71,19.4,0.0,38.8,47.83,Normal
Farah,2023,12,-0.4,17.85,0.0,35.69,26.22,Moderate drought
Faryab,2015,1,0.3,44.28,46.08,42.48,52.95,Normal
Faryab,2015,2,1.5,73.37,69.18,77.56,83.36,Healthy
Faryab,2015,3,1.49,87.62,75.23,100.0,90.38,Healthy
Faryab,2015,4,0.95,73.92,93.65,54.19,78.43,Healthy
Faryab,2015,5,-0.44,59.63,58.39,60.87,46.28,Normal
Faryab,2015,6,-1.09,36.25,56.33,16.16,25.04,Severe drought
Faryab,2015,7,-0.41,56.79,63.74,49.85,45.39,Normal
Faryab,2015,8,-0.39,59.88,60.13,59.62,47.33,Normal
Faryab,2015,9,0.64,44.79,53.65,35.93,59.35,Normal
Faryab,2015,10,0.89,70.54,61.19,79.9,75.95,Healthy
Faryab,2015,11,1.27,88.84,100.0,77.68,89.35,Healthy
Faryab,2015,12,0.39,71.53,100.0,43.06,68.36,Healthy
Faryab,2016,1,0.46,65.31,100.0,30.62,66.59,Healthy
Faryab,2016,2,-1.36,65.61,100.0,31.21,37.18,Moderate drought
