province,year,month,vci,tci,vhi
Paktya,2018,3,84.98,30.17,57.57
Samangan,2018,3,44.09,1.56,22.82
Sar-e-Pul,2018,3,0.0,11.52,5.76
Takhar,2018,3,9.67,0.0,4.83
Wardak,2018,3,90.84,15.91,53.38
Zabul,2018,3,46.74,29.71,38.22
Khost,2018,4,29.89,66.53,48.21
Paktika,2018,4,43.99,76.55,60.27
Daykundi,2018,4,63.43,72.93,68.18
Panjsher,2018,4,53.44,73.52,63.48
Parwan,2018,4,53.32,63.21,58.27
Uruzgan,2018,4,0.0,66.92,33.46
Badakhshan,2018,4,52.2,50.67,51.43
Badghis,2018,4,0.0,42.6,21.3
Baghlan,2018,4,0.0,67.85,33.92
Balkh,2018,4,0.0,37.19,18.6
Bamyan,2018,4,64.3,70.12,67.21
Farah,2018,4,7.88,84.18,46.03
Faryab,2018,4,0.0,30.03,15.01
Ghazni,2018,4,85.41,73.93,79.67
Ghor,2018,4,100.0,67.18,83.59
Hilmand,2018,4,0.0,69.33,34.67
Hirat,2018,4,9.04,72.05,40.54
Jawzjan,2018,4,0.0,41.73,20.86
Kabul,2018,4,0.0,66.62,33.31
Kandahar,2018,4,0.0,95.19,47.59
Kapisa,2018,4,35.17,77.56,56.37
Kunar,2018,4,22.23,61.73,41.98
Kunduz,2018,4,0.0,51.13,25.56
Laghman,2018,4,26.49,69.46,47.97
Logar,2018,4,13.95,71.97,42.96
Nangarhar,2018,4,2.25,66.54,34.39
Nimroz,2018,4,1.77,91.75,46.76
Nuristan,2018,4,50.05,52.07,51.06
Paktya,2018,4,47.64,68.32,57.98
Samangan,2018,4,42.53,63.98,53.25
Sar-e-Pul,2018,4,0.0,52.87,26.44
Takhar,2018,4,20.33,72.62,46.47
Wardak,2018,4,63.18,61.63,62.41
Zabul,2018,4,13.13,93.52,53.33
Khost,2018,5,48.13,60.98,54.55
Paktika,2018,5,24.58,59.39,41.99
Daykundi,2018,5,63.74,100.0,81.87
Panjsher,2018,5,4.77,94.86,49.81
Parwan,2018,5,0.0,100.0,50.0
Uruzgan,2018,5,6.45,89.27,47.86
Badakhshan,2018,5,13.46,99.52,56.49
Badghis,2018,5,0.72,54.71,27.72
Baghlan,2018,5,37.4,91.47,64.43
Balkh,2018,5,12.91,83.96,48.43
Bamyan,2018,5,29.18,100.0,64.59
Farah,2018,5,2.52,100.0,51.26
Faryab,2018,5,0.0,36.44,18.22
Ghazni,2018,5,42.89,68.81,55.85
Ghor,2018,5,67.27,100.0,83.63
Hilmand,2018,5,11.18,100.0,55.59
Hirat,2018,5,3.88,100.0,51.94
Jawzjan,2018,5,0.0,86.37,43.19
Kabul,2018,5,13.37,72.27,42.82
Kandahar,2018,5,0.0,100.0,50.0
Kapisa,2018,5,39.72,76.01,57.86
Kunar,2018,5,50.41,67.54,58.98
Kunduz,2018,5,39.67,78.3,58.98
Laghman,2018,5,37.74,62.59,50.17
Logar,2018,5,12.32,74.25,43.28
Nangarhar,2018,5,26.34,64.7,45.52
Nimroz,2018,5,0.0,100.0,50.0
Nuristan,2018,5,27.48,82.69,55.09
Paktya,2018,5,36.49,62.75,49.62
Samangan,2018,5,69.05,100.0,84.52
Sar-e-Pul,2018,5,9.29,79.4,44.34
Takhar,2018,5,61.83,63.78,62.8
Wardak,2018,5,0.0,89.92,44.96
Zabul,2018,5,5.0,81.38,43.19
Khost,2018,6,20.0,0.0,10.0
Paktika,2018,6,17.84,12.56,15.2
Daykundi,2018,6,72.04,57.36,64.7
Panjsher,2018,6,56.97,35.73,46.35
Parwan,2018,6,54.27,32.36,43.32
Uruzgan,2018,6,0.86,50.05,25.46
Badakhshan,2018,6,68.56,12.83,40.7
Badghis,2018,6,0.0,39.66,19.83
Baghlan,2018,6,52.17,37.14,44.65
Balkh,2018,6,4.12,90.59,47.35
Bamyan,2018,6,92.48,31.61,62.05
Farah,2018,6,7.02,78.94,42.98
Faryab,2018,6,0.0,40.07,20.03
Ghazni,2018,6,46.12,19.71,32.92
Ghor,2018,6,73.02,35.84,54.43
Hilmand,2018,6,2.0,58.04,30.02
Hirat,2018,6,0.0,89.05,44.53
Jawzjan,2018,6,0.0,75.53,37.77
Kabul,2018,6,6.57,33.81,20.19
Kandahar,2018,6,0.0,43.45,21.72
Kapisa,2018,6,29.12,42.26,35.69
Kunar,2018,6,48.67,0.82,24.75
Kunduz,2018,6,0.0,54.6,27.3
Laghman,2018,6,34.42,6.3,20.36
Logar,2018,6,15.86,18.19,17.02
Nangarhar,2018,6,32.04,5.15,18.59
Nimroz,2018,6,12.18,45.99,29.09
Nuristan,2018,6,67.8,25.91,46.86
Paktya,2018,6,29.24,0.0,14.62
Samangan,2018,6,75.48,52.74,64.11
Sar-e-Pul,2018,6,38.12,34.45,36.29
Takhar,2018,6,66.46,31.9,49.18
Wardak,2018,6,60.49,23.29,41.89
Zabul,2018,6,5.29,29.49,17.39
Khost,2018,7,0.0,34.98,17.49
Paktika,2018,7,0.0,4.07,2.03
Daykundi,2018,7,47.63,24.68,36.16
Panjsher,2018,7,17.61,13.59,15.6
Parwan,2018,7,21.46,2.8,12.13
Uruzgan,2018,7,0.0,26.61,13.31
Badakhshan,2018,7,47.87,15.17,31.52
Badghis,2018,7,0.0,0.0,0.0
Baghlan,2018,7,35.29,0.0,17.65
Balkh,2018,7,0.0,27.63,13.82
Bamyan,2018,7,76.03,10.76,43.39
Farah,2018,7,0.77,35.22,18.0
Faryab,2018,7,0.0,0.0,0.0
Ghazni,2018,7,18.29,5.26,11.77
Ghor,2018,7,51.88,7.57,29.73
Hilmand,2018,7,0.0,31.12,15.56
Hirat,2018,7,0.0,45.99,23.0
Jawzjan,2018,7,0.0,15.14,7.57
Kabul,2018,7,0.0,11.71,5.86
Kandahar,2018,7,0.0,28.78,14.39
Kapisa,2018,7,0.0,0.63,0.32
Kunar,2018,7,15.15,33.26,24.21
Kunduz,2018,7,0.0,14.47,7.23
Laghman,2018,7,0.0,11.37,5.69
Logar,2018,7,0.0,10.98,5.49
Nangarhar,2018,7,0.0,17.88,8.94
Nimroz,2018,7,6.38,18.78,12.58
Nuristan,2018,7,5.94,0.0,2.97
Paktya,2018,7,0.0,9.13,4.57
Samangan,2018,7,69.59,22.61,46.1
Sar-e-Pul,2018,7,35.84,5.13,20.48
Takhar,2018,7,24.62,0.0,12.31
Wardak,2018,7,30.53,6.67,18.6
Zabul,2018,7,0.0,15.16,7.58
Khost,2018,8,0.0,11.31,5.65
Paktika,2018,8,0.0,14.48,7.24
Daykundi,2018,8,28.59,30.91,29.75
Panjsher,2018,8,0.0,0.0,0.0
Parwan,2018,8,9.27,0.0,4.64
Uruzgan,2018,8,0.0,34.31,17.15
Badakhshan,2018,8,27.58,9.26,18.42
Badghis,2018,8,0.0,64.03,32.02
Baghlan,2018,8,14.94,68.44,41.69
Balkh,2018,8,0.0,49.88,24.94
Bamyan,2018,8,54.88,29.63,42.26
Farah,2018,8,0.0,50.63,25.31
Faryab,2018,8,0.0,74.5,37.25
Ghazni,2018,8,0.0,0.0,0.0
Ghor,2018,8,39.83,39.54,39.68
Hilmand,2018,8,0.0,94.64,47.32
Hirat,2018,8,0.0,87.61,43.8
Jawzjan,2018,8,0.0,72.68,36.34
Kabul,2018,8,0.0,0.0,0.0
Kandahar,2018,8,0.0,71.6,35.8
Kapisa,2018,8,0.0,0.0,0.0
Kunar,2018,8,0.0,4.86,2.43
Kunduz,2018,8,3.7,55.73,29.72
Laghman,2018,8,0.0,0.0,0.0
Logar,2018,8,0.0,0.0,0.0
Nangarhar,2018,8,0.0,0.0,0.0
Nimroz,2018,8,13.53,47.11,30.32
Nuristan,2018,8,0.0,0.0,0.0
Paktya,2018,8,0.0,0.0,0.0
Samangan,2018,8,62.07,72.03,67.05
Sar-e-Pul,2018,8,30.43,51.77,41.1
Takhar,2018,8,0.0,58.05,29.02
Wardak,2018,8,0.0,0.0,0.0
Zabul,2018,8,0.0,24.24,12.12
Khost,2018,9,0.0,33.08,16.54
Paktika,2018,9,0.0,53.86,26.93
Daykundi,2018,9,9.99,73.82,41.9
Panjsher,2018,9,42.8,77.42,60.11
Parwan,2018,9,22.46,62.84,42.65
Uruzgan,2018,9,0.0,70.71,35.35
Badakhshan,2018,9,32.05,61.67,46.86
Badghis,2018,9,0.0,30.03,15.01
Baghlan,2018,9,47.46,53.56,50.51
Balkh,2018,9,3.93,26.5,15.21
Bamyan,2018,9,55.75,61.33,58.54
Farah,2018,9,0.0,45.32,22.66
Faryab,2018,9,0.0,19.1,9.55
Ghazni,2018,9,0.0,47.7,23.85
Ghor,2018,9,34.73,65.58,50.15
Hilmand,2018,9,0.0,51.33,25.66
Hirat,2018,9,0.0,37.99,18.99
Jawzjan,2018,9,0.49,0.0,0.24
Kabul,2018,9,0.0,59.98,29.99
Kandahar,2018,9,0.0,44.58,22.29
Kapisa,2018,9,0.0,55.41,27.7
Kunar,2018,9,0.0,17.52,8.76
Kunduz,2018,9,50.3,38.43,44.36
Laghman,2018,9,0.0,36.24,18.12
Logar,2018,9,0.0,45.65,22.83
Nangarhar,2018,9,5.75,38.01,21.88
Nimroz,2018,9,5.84,35.82,20.83
Nuristan,2018,9,0.0,69.64,34.82
Paktya,2018,9,0.0,48.5,24.25
Samangan,2018,9,59.73,71.0,65.36
Sar-e-Pul,2018,9,22.59,48.97,35.78
Takhar,2018,9,60.92,61.41,61.16
Wardak,2018,9,0.0,48.08,24.04
Zabul,2018,9,0.0,55.53,27.77
Khost,2018,10,6.14,93.01,49.57
Paktika,2018,10,0.0,88.24,44.12
Daykundi,2018,10,38.83,98.81,68.82
Panjsher,2018,10,0.0,100.0,50.0
Parwan,2018,10,17.32,100.0,58.66
Uruzgan,2018,10,0.0,100.0,50.0
Badakhshan,2018,10,0.0,100.0,50.0
Badghis,2018,10,0.0,85.6,42.8
Baghlan,2018,10,18.94,100.0,59.47
Balkh,2018,10,29.08,83.62,56.35
Bamyan,2018,10,52.78,95.24,74.01
Farah,2018,10,0.0,55.18,27.59
Faryab,2018,10,0.0,88.3,44.15
Ghazni,2018,10,0.48,85.64,43.06
Ghor,2018,10,31.17,79.5,55.33
Hilmand,2018,10,0.0,62.42,31.21
Hirat,2018,10,0.0,66.74,33.37
Jawzjan,2018,10,1.52,100.0,50.76
Kabul,2018,10,0.0,92.42,46.21
Kandahar,2018,10,0.0,82.8,41.4
Kapisa,2018,10,0.0,100.0,50.0
Kunar,2018,10,33.31,100.0,66.66
Kunduz,2018,10,76.42,98.0,87.21
Laghman,2018,10,0.0,100.0,50.0
Logar,2018,10,0.0,83.23,41.61
Nangarhar,2018,10,33.36,100.0,66.68
Nimroz,2018,10,0.0,39.2,19.6
Nuristan,2018,10,0.0,100.0,50.0
Paktya,2018,10,0.0,100.0,50.0
Samangan,2018,10,37.62,100.0,68.81
Sar-e-Pul,2018,10,25.58,100.0,62.79
Takhar,2018,10,0.0,100.0,50.0
Wardak,2018,10,5.46,83.05,44.26
Zabul,2018,10,0.0,100.0,50.0
Khost,2018,11,19.32,34.93,27.13
Paktika,2018,11,6.31,19.3,12.81
Daykundi,2018,11,84.84,47.5,66.17
Panjsher,2018,11,45.66,76.37,61.02
Parwan,2018,11,67.87,46.34,57.11
Uruzgan,2018,11,2.65,22.81,12.73
Badakhshan,2018,11,27.07,100.0,63.54
Badghis,2018,11,31.02,73.53,52.27
Baghlan,2018,11,51.52,100.0,75.76
Balkh,2018,11,36.6,67.93,52.26
Bamyan,2018,11,61.02,60.96,60.99
Farah,2018,11,4.73,55.24,29.98
Faryab,2018,11,14.03,73.96,44.0
Ghazni,2018,11,62.37,26.32,44.35
Ghor,2018,11,72.37,62.42,67.4
Hilmand,2018,11,0.0,31.78,15.89
Hirat,2018,11,0.0,76.0,38.0
Jawzjan,2018,11,21.21,73.93,47.57
Kabul,2018,11,26.59,32.47,29.53
Kandahar,2018,11,0.0,25.76,12.88
Kapisa,2018,11,57.47,22.02,39.75
Kunar,2018,11,72.7,54.57,63.64
Kunduz,2018,11,52.02,100.0,76.01
Laghman,2018,11,35.77,45.49,40.63
Logar,2018,11,60.22,32.11,46.17
Nangarhar,2018,11,37.35,39.98,38.66
Nimroz,2018,11,0.0,36.71,18.36
Nuristan,2018,11,52.71,58.61,55.66
Paktya,2018,11,58.45,42.3,50.38
Samangan,2018,11,71.88,81.0,76.44
Sar-e-Pul,2018,11,71.74,70.8,71.27
Takhar,2018,11,76.15,100.0,88.07
Wardak,2018,11,77.43,38.92,58.18
Zabul,2018,11,0.0,24.32,12.16
Khost,2018,12,9.71,67.23,38.47
Paktika,2018,12,4.95,56.03,30.49
Daykundi,2018,12,87.8,10.92,49.36
Panjsher,2018,12,42.46,35.16,38.81
Parwan,2018,12,43.17,36.37,39.77
Uruzgan,2018,12,7.26,26.95,17.1
Badakhshan,2018,12,39.47,55.73,47.6
Badghis,2018,12,51.47,22.26,36.86
Baghlan,2018,12,83.26,22.14,52.7
Balkh,2018,12,41.86,6.3,24.08
Bamyan,2018,12,43.55,29.71,36.63
Farah,2018,12,5.74,7.85,6.8
Faryab,2018,12,44.09,5.75,24.92
Ghazni,2018,12,80.71,31.28,55.99
Ghor,2018,12,54.98,14.97,34.98
Hilmand,2018,12,10.5,19.42,14.96
Hirat,2018,12,0.21,18.77,9.49
Jawzjan,2018,12,27.29,8.18,17.74
Kabul,2018,12,21.42,55.53,38.48
Kandahar,2018,12,0.0,42.01,21.01
Kapisa,2018,12,61.85,41.91,51.88
Kunar,2018,12,53.35,49.77,51.56
Kunduz,2018,12,45.73,25.47,35.6
Laghman,2018,12,56.74,49.67,53.21
Logar,2018,12,48.95,55.89,52.42
Nangarhar,2018,12,11.08,62.35,36.72
Nimroz,2018,12,0.0,10.09,5.05
Nuristan,2018,12,42.65,44.73,43.69
Paktya,2018,12,44.46,40.21,42.33
Samangan,2018,12,75.18,9.85,42.52
Sar-e-Pul,2018,12,66.25,17.52,41.89
Takhar,2018,12,99.57,21.6,60.58
Wardak,2018,12,54.96,35.77,45.36
Zabul,2018,12,0.0,48.93,24.46
Khost,2019,1,27.83,75.47,51.65
Paktika,2019,1,78.17,35.81,56.99
Daykundi,2019,1,58.58,58.48,58.53
Panjsher,2019,1,0.8,100.0,50.4
Parwan,2019,1,33.46,89.7,61.58
Uruzgan,2019,1,53.38,41.29,47.33
Badakhshan,2019,1,0.0,100.0,50.0
Badghis,2019,1,24.25,67.17,45.71
Baghlan,2019,1,13.54,94.77,54.15
Balkh,2019,1,27.45,72.23,49.84
Bamyan,2019,1,22.45,78.99,50.72
Farah,2019,1,12.99,16.7,14.84
Faryab,2019,1,15.29,55.97,35.63
Ghazni,2019,1,58.1,51.91,55.0
Ghor,2019,1,31.27,72.13,51.7
Hilmand,2019,1,0.0,13.05,6.52
Hirat,2019,1,26.31,39.23,32.77
Jawzjan,2019,1,10.32,33.57,21.95
Kabul,2019,1,36.81,76.12,56.47
Kandahar,2019,1,0.0,16.2,8.1
Kapisa,2019,1,31.33,81.89,56.61
Kunar,2019,1,23.99,85.34,54.67
Kunduz,2019,1,71.75,34.56,53.16
Laghman,2019,1,13.09,83.67,48.38
Logar,2019,1,22.67,74.72,48.7
Nangarhar,2019,1,9.65,68.82,39.23
Nimroz,2019,1,0.0,1.83,0.91
Nuristan,2019,1,16.71,100.0,58.36
Paktya,2019,1,21.9,78.85,50.37
Samangan,2019,1,38.4,80.32,59.36
Sar-e-Pul,2019,1,28.04,75.94,51.99
Takhar,2019,1,43.34,87.93,65.64
Wardak,2019,1,15.64,90.03,52.84
Zabul,2019,1,80.56,30.68,55.62
Khost,2019,2,0.0,100.0,50.0
Paktika,2019,2,0.0,100.0,50.0
Daykundi,2019,2,0.0,100.0,50.0
Panjsher,2019,2,0.0,100.0,50.0
Parwan,2019,2,5.79,100.0,52.9
Uruzgan,2019,2,0.0,100.0,50.0
Badakhshan,2019,2,0.0,100.0,50.0
Badghis,2019,2,25.74,95.37,60.56
Baghlan,2019,2,50.16,100.0,75.08
Balkh,2019,2,60.67,81.64,71.15
Bamyan,2019,2,0.0,100.0,50.0
Farah,2019,2,14.83,100.0,57.42
Faryab,2019,2,23.92,96.47,60.2
Ghazni,2019,2,0.0,100.0,50.0
Ghor,2019,2,0.0,100.0,50.0
Hilmand,2019,2,20.73,100.0,60.36
Hirat,2019,2,0.0,100.0,50.0
Jawzjan,2019,2,27.28,99.05,63.17
Kabul,2019,2,0.0,100.0,50.0
Kandahar,2019,2,13.95,100.0,56.97
Kapisa,2019,2,0.0,100.0,50.0
Kunar,2019,2,0.0,100.0,50.0
Kunduz,2019,2,64.91,71.3,68.11
Laghman,2019,2,0.0,100.0,50.0
Logar,2019,2,0.0,100.0,50.0
Nangarhar,2019,2,6.68,100.0,53.34
Nimroz,2019,2,39.66,100.0,69.83
Nuristan,2019,2,0.0,100.0,50.0
Paktya,2019,2,0.0,100.0,50.0
Samangan,2019,2,4.81,100.0,52.4
Sar-e-Pul,2019,2,60.33,81.77,71.05
Takhar,2019,2,50.92,91.57,71.24
Wardak,2019,2,0.0,100.0,50.0
Zabul,2019,2,0.0,100.0,50.0
Khost,2019,3,0.0,85.76,42.88
Paktika,2019,3,0.0,92.13,46.07
Daykundi,2019,3,0.0,100.0,50.0
Panjsher,2019,3,5.1,92.97,49.04
Parwan,2019,3,0.0,100.0,50.0
Uruzgan,2019,3,0.0,100.0,50.0
Badakhshan,2019,3,0.0,67.15,33.58
Badghis,2019,3,56.8,86.33,71.57
Baghlan,2019,3,48.49,70.35,59.42
Balkh,2019,3,53.78,41.32,47.55
Bamyan,2019,3,0.0,100.0,50.0
Farah,2019,3,0.0,74.6,37.3
Faryab,2019,3,41.86,75.98,58.92
Ghazni,2019,3,0.0,100.0,50.0
Ghor,2019,3,0.0,100.0,50.0
Hilmand,2019,3,3.17,88.77,45.97
Hirat,2019,3,0.0,92.62,46.31
Jawzjan,2019,3,31.81,47.51,39.66
Kabul,2019,3,0.0,100.0,50.0
Kandahar,2019,3,14.25,96.37,55.31
Kapisa,2019,3,0.0,84.77,42.38
Kunar,2019,3,0.0,88.78,44.39
Kunduz,2019,3,74.06,27.99,51.02
Laghman,2019,3,0.0,85.8,42.9
Logar,2019,3,0.0,100.0,50.0
Nangarhar,2019,3,0.0,85.34,42.67
Nimroz,2019,3,0.0,66.2,33.1
Nuristan,2019,3,0.0,100.0,50.0
Paktya,2019,3,0.0,100.0,50.0
Samangan,2019,3,0.0,78.45,39.23
Sar-e-Pul,2019,3,23.85,92.61,58.23
Takhar,2019,3,29.37,53.34,41.35
Wardak,2019,3,0.0,100.0,50.0
Zabul,2019,3,0.0,97.62,48.81
Khost,2019,4,55.29,100.0,77.65
Paktika,2019,4,34.74,96.55,65.65
Daykundi,2019,4,10.84,85.96,48.4
Panjsher,2019,4,29.26,100.0,64.63
Parwan,2019,4,0.0,100.0,50.0
Uruzgan,2019,4,45.92,77.23,61.58
Badakhshan,2019,4,57.02,59.16,58.09
Badghis,2019,4,100.0,100.0,100.0
Baghlan,2019,4,100.0,100.0,100.0
Balkh,2019,4,100.0,100.0,100.0
Bamyan,2019,4,35.61,91.89,63.75
Farah,2019,4,52.11,100.0,76.05
Faryab,2019,4,100.0,100.0,100.0
Ghazni,2019,4,0.0,91.81,45.9
Ghor,2019,4,18.67,100.0,59.34
Hilmand,2019,4,55.82,100.0,77.91
Hirat,2019,4,82.88,100.0,91.44
Jawzjan,2019,4,77.99,100.0,89.0
Kabul,2019,4,14.7,100.0,57.35
Kandahar,2019,4,53.51,100.0,76.76
Kapisa,2019,4,31.55,100.0,65.77
Kunar,2019,4,43.39,100.0,71.69
Kunduz,2019,4,81.53,100.0,90.76
Laghman,2019,4,31.49,100.0,65.75
Logar,2019,4,0.0,100.0,50.0
Nangarhar,2019,4,46.65,96.58,71.61
Nimroz,2019,4,0.0,100.0,50.0
Nuristan,2019,4,0.0,100.0,50.0
Paktya,2019,4,10.08,100.0,55.04
Samangan,2019,4,100.0,100.0,100.0
Sar-e-Pul,2019,4,100.0,100.0,100.0
Takhar,2019,4,100.0,94.65,97.32
Wardak,2019,4,6.47,96.42,51.44
Zabul,2019,4,30.24,86.57,58.41
Khost,2019,5,95.93,70.32,83.12
Paktika,2019,5,76.03,71.4,73.72
Daykundi,2019,5,82.0,52.34,67.17
Panjsher,2019,5,8.22,87.77,48.0
Parwan,2019,5,41.5,94.39,67.94
Uruzgan,2019,5,64.08,81.74,72.91
Badakhshan,2019,5,26.07,62.77,44.42
Badghis,2019,5,100.0,100.0,100.0
Baghlan,2019,5,99.98,62.35,81.17
Balkh,2019,5,100.0,72.8,86.4
Bamyan,2019,5,23.69,55.24,39.47
Farah,2019,5,76.67,90.04,83.35
Faryab,2019,5,100.0,100.0,100.0
Ghazni,2019,5,65.02,87.11,76.06
Ghor,2019,5,88.25,52.84,70.54
Hilmand,2019,5,79.94,83.02,81.48
Hirat,2019,5,91.74,86.66,89.2
Jawzjan,2019,5,100.0,100.0,100.0
Kabul,2019,5,70.73,77.61,74.17
Kandahar,2019,5,69.03,70.75,69.89
Kapisa,2019,5,67.48,80.14,73.81
Kunar,2019,5,86.73,64.77,75.75
Kunduz,2019,5,74.63,56.56,65.6
Laghman,2019,5,66.44,73.37,69.91
Logar,2019,5,69.4,89.53,79.46
Nangarhar,2019,5,67.76,55.7,61.73
Nimroz,2019,5,54.48,96.46,75.47
Nuristan,2019,5,0.0,100.0,50.0
Paktya,2019,5,73.43,73.03,73.23
Samangan,2019,5,97.08,61.72,79.4
Sar-e-Pul,2019,5,100.0,100.0,100.0
Takhar,2019,5,90.87,45.85,68.36
Wardak,2019,5,20.51,99.83,60.17
Zabul,2019,5,63.47,82.38,72.92
Khost,2019,6,44.06,41.25,42.65
Paktika,2019,6,76.94,51.08,64.01
Daykundi,2019,6,94.17,100.0,97.09
Panjsher,2019,6,0.0,100.0,50.0
Parwan,2019,6,96.09,100.0,98.04
Uruzgan,2019,6,62.32,91.58,76.95
Badakhshan,2019,6,0.0,100.0,50.0
Badghis,2019,6,100.0,100.0,100.0
Baghlan,2019,6,99.39,100.0,99.69
Balkh,2019,6,91.4,100.0,95.7
Bamyan,2019,6,100.0,100.0,100.0
Farah,2019,6,81.76,100.0,90.88
Faryab,2019,6,100.0,100.0,100.0
Ghazni,2019,6,86.25,93.06,89.66
Ghor,2019,6,100.0,100.0,100.0
Hilmand,2019,6,77.8,57.88,67.84
Hirat,2019,6,100.0,100.0,100.0
Jawzjan,2019,6,100.0,100.0,100.0
Kabul,2019,6,87.85,92.59,90.22
Kandahar,2019,6,74.88,52.19,63.54
Kapisa,2019,6,63.12,86.22,74.67
Kunar,2019,6,42.11,67.39,54.75
Kunduz,2019,6,84.2,100.0,92.1
Laghman,2019,6,44.33,65.05,54.69
Logar,2019,6,88.78,92.97,90.87
Nangarhar,2019,6,44.38,36.7,40.54
Nimroz,2019,6,75.24,100.0,87.62
Nuristan,2019,6,0.0,100.0,50.0
Paktya,2019,6,76.45,93.96,85.2
Samangan,2019,6,100.0,100.0,100.0
Sar-e-Pul,2019,6,100.0,100.0,100.0
Takhar,2019,6,89.77,100.0,94.89
Wardak,2019,6,100.0,100.0,100.0
Zabul,2019,6,65.2,66.53,65.86
Khost,2019,7,11.5,12.51,12.01
Paktika,2019,7,72.7,1.79,37.24
Daykundi,2019,7,76.32,0.0,38.16
Panjsher,2019,7,40.14,28.44,34.29
Parwan,2019,7,100.0,0.0,50.0
Uruzgan,2019,7,50.2,0.0,25.1
Badakhshan,2019,7,72.4,38.62,55.51
Badghis,2019,7,100.0,17.93,58.97
Baghlan,2019,7,91.13,0.52,45.82
Balkh,2019,7,82.56,0.0,41.28
Bamyan,2019,7,96.84,0.0,48.42
Farah,2019,7,71.92,0.0,35.96
Faryab,2019,7,100.0,15.37,57.68
Ghazni,2019,7,86.11,5.55,45.83
Ghor,2019,7,100.0,3.77,51.88
Hilmand,2019,7,55.01,1.71,28.36
Hirat,2019,7,96.99,0.0,48.5
Jawzjan,2019,7,100.0,0.0,50.0
Kabul,2019,7,82.13,0.0,41.07
Kandahar,2019,7,52.72,25.6,39.16
Kapisa,2019,7,64.92,0.0,32.46
Kunar,2019,7,0.0,29.68,14.84
Kunduz,2019,7,72.19,0.0,36.09
Laghman,2019,7,26.14,14.35,20.25
Logar,2019,7,82.88,0.0,41.44
Nangarhar,2019,7,23.42,1.68,12.55
Nimroz,2019,7,66.7,0.0,33.35
Nuristan,2019,7,0.0,4.72,2.36
Paktya,2019,7,57.84,0.0,28.92
Samangan,2019,7,99.23,0.0,49.62
Sar-e-Pul,2019,7,99.65,0.0,49.83
Takhar,2019,7,86.4,4.01,45.2
Wardak,2019,7,100.0,0.0,50.0
Zabul,2019,7,59.16,13.62,36.39
Khost,2019,8,40.68,0.0,20.34
Paktika,2019,8,74.57,13.83,44.2
Daykundi,2019,8,73.6,43.99,58.79
Panjsher,2019,8,60.59,28.08,44.34
Parwan,2019,8,96.56,20.76,58.66
Uruzgan,2019,8,59.32,34.88,47.1
Badakhshan,2019,8,57.39,53.67,55.53
Badghis,2019,8,100.0,94.64,97.32
Baghlan,2019,8,89.48,55.92,72.7
Balkh,2019,8,94.24,53.51,73.88
Bamyan,2019,8,85.93,31.17,58.55
Farah,2019,8,63.17,40.72,51.95
Faryab,2019,8,100.0,93.4,96.7
Ghazni,2019,8,74.29,16.91,45.6
Ghor,2019,8,95.47,60.78,78.12
Hilmand,2019,8,64.24,53.92,59.08
Hirat,2019,8,89.97,53.19,71.58
Jawzjan,2019,8,100.0,63.21,81.61
Kabul,2019,8,82.47,36.78,59.63
Kandahar,2019,8,65.06,30.1,47.58
Kapisa,2019,8,76.2,26.37,51.28
Kunar,2019,8,74.38,20.84,47.61
Kunduz,2019,8,90.02,56.66,73.34
Laghman,2019,8,82.51,49.34,65.93
Logar,2019,8,74.6,17.54,46.07
Nangarhar,2019,8,49.62,30.45,40.04
Nimroz,2019,8,79.83,19.87,49.85
Nuristan,2019,8,73.95,54.34,64.15
Paktya,2019,8,74.01,21.93,47.97
Samangan,2019,8,100.0,56.47,78.23
Sar-e-Pul,2019,8,100.0,73.06,86.53
Takhar,2019,8,76.96,59.3,68.13
Wardak,2019,8,87.18,23.38,55.28
Zabul,2019,8,62.46,22.48,42.47
Khost,2019,9,27.32,51.65,39.49
Paktika,2019,9,67.96,30.47,49.22
Daykundi,2019,9,78.53,21.42,49.97
Panjsher,2019,9,72.09,13.28,42.68
Parwan,2019,9,86.12,15.06,50.59
Uruzgan,2019,9,67.78,5.58,36.68
Badakhshan,2019,9,75.7,34.86,55.28
Badghis,2019,9,100.0,56.35,78.18
Baghlan,2019,9,100.0,35.3,67.65
Balkh,2019,9,90.57,47.49,69.03
Bamyan,2019,9,100.0,33.84,66.92
Farah,2019,9,67.96,19.96,43.96
Faryab,2019,9,100.0,52.18,76.09
Ghazni,2019,9,80.42,29.48,54.95
Ghor,2019,9,99.61,44.32,71.97
Hilmand,2019,9,62.5,12.44,37.47
Hirat,2019,9,91.39,26.35,58.87
Jawzjan,2019,9,100.0,40.03,70.01
Kabul,2019,9,78.19,34.39,56.29
Kandahar,2019,9,61.67,12.15,36.91
Kapisa,2019,9,65.37,36.07,50.72
Kunar,2019,9,75.21,51.36,63.28
Kunduz,2019,9,79.62,56.28,67.95
Laghman,2019,9,74.61,58.8,66.71
Logar,2019,9,71.82,13.4,42.61
Nangarhar,2019,9,47.2,49.43,48.32
Nimroz,2019,9,57.98,21.0,39.49
Nuristan,2019,9,79.65,31.98,55.81
Paktya,2019,9,66.33,24.0,45.16
Samangan,2019,9,96.83,46.88,71.85
Sar-e-Pul,2019,9,91.94,42.48,67.21
Takhar,2019,9,99.51,45.09,72.3
Wardak,2019,9,90.04,17.75,53.9
Zabul,2019,9,66.13,22.52,44.32
